frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
77,1.0,[76.77579498291016 997.291015625 1327.2196044921875 1707.2078857421875],[311.4354248046875 1392.8583984375 592.6378173828125 1490.6728515625],0.7280231714248657,MI399CT,0.9807765808189737
77,2.0,[2366.843505859375 1031.8929443359375 3565.43603515625 1733.427001953125],[3026.7265625 1530.849609375 3316.50537109375 1626.06005859375],0.6959579586982727,MI899FM,0.7030059988655578
78,1.0,[76.84490203857422 997.1573486328125 1327.898193359375 1709.20654296875],[311.2277526855469 1392.96533203125 593.4376831054688 1491.28125],0.7295973300933838,MI399CT,0.957129827603579
78,2.0,[2366.92578125 1031.800048828125 3566.03662109375 1735.0347900390625],[3027.3037109375 1530.7313232421875 3314.29052734375 1625.9285888671875],0.7091182470321655,MI899FM,0.996524253117793
79,3.0,[1310.375 1016.3732299804688 2229.4658203125 1743.3826904296875],[1605.968994140625 1536.1695556640625 1902.802734375 1639.1964111328125],0.769196093082428,MI589FN,0.6195839655102294
79,1.0,[76.6108169555664 996.9754638671875 1328.335205078125 1709.4898681640625],[310.2037353515625 1392.2744140625 593.9697265625 1491.822021484375],0.7319802641868591,MI2399CT,0.5997446869985691
80,2.0,[2366.234619140625 1031.025146484375 3566.39453125 1733.886474609375],[3027.777099609375 1530.16259765625 3314.149658203125 1626.00439453125],0.7365666627883911,MI899FM,0.9973573223991503
80,1.0,[76.71481323242188 996.8869018554688 1329.1068115234375 1710.6446533203125],[308.98681640625 1393.185791015625 592.4373779296875 1491.762451171875],0.7284407019615173,MI399CT,0.5891064964571426
81,3.0,[1312.099853515625 1016.1846923828125 2231.462646484375 1742.794677734375],[1604.640625 1537.348388671875 1901.626953125 1639.69482421875],0.7647842764854431,MI589FN,0.9778013080290131
81,2.0,[2365.945556640625 1030.3856201171875 3566.234130859375 1733.6251220703125],[3026.775390625 1529.6956787109375 3318.024169921875 1626.9298095703125],0.7376747131347656,MI899FM,0.9988702179980832
81,1.0,[76.75474548339844 996.9701538085938 1330.1912841796875 1709.798583984375],[308.6877746582031 1393.3121337890625 591.592529296875 1491.4295654296875],0.7256355285644531,MI2399CI,0.240289770037206
82,1.0,[76.62340545654297 996.4230346679688 1331.1241455078125 1711.560791015625],[308.0262145996094 1393.3582763671875 590.5235595703125 1491.216796875],0.7256795763969421,MI399CT,0.9157059226370657
83,2.0,[2366.043212890625 1030.132080078125 3566.564208984375 1731.7354736328125],[3029.1953125 1529.58984375 3318.95849609375 1625.209716796875],0.7327888607978821,MI899FM,0.9958471143923138
83,1.0,[76.92036437988281 996.5557861328125 1331.91357421875 1709.7884521484375],[308.3872375488281 1393.429443359375 590.5205078125 1491.003173828125],0.7263871431350708,MI399CT,0.801680309524804
84,2.0,[2366.50244140625 1030.54638671875 3566.894775390625 1731.228759765625],[3027.01171875 1528.5743408203125 3324.114990234375 1626.5753173828125],0.7299646139144897,MI899FM,0.7855602604954036
84,1.0,[76.88033294677734 996.9918823242188 1332.4959716796875 1709.9927978515625],[309.6541442871094 1393.0751953125 590.8020629882812 1490.7301025390625],0.7278668284416199,MI399CT,0.9097539110766287
85,2.0,[2366.28662109375 1030.67724609375 3567.96923828125 1732.097900390625],[3028.1201171875 1529.3583984375 3324.73193359375 1625.525390625],0.731979489326477,MI899FM,0.6862800337292108
85,1.0,[77.62283325195312 995.9064331054688 1332.85400390625 1710.2020263671875],[311.7977294921875 1393.010986328125 591.2271118164062 1490.479736328125],0.7289435267448425,MI2399CT,0.46688005588815035
86,1.0,[78.00517272949219 995.7003784179688 1333.2164306640625 1708.6204833984375],[313.2561950683594 1392.2991943359375 592.533203125 1490.249267578125],0.7318775653839111,MI399CT,0.9729918866028184
87,3.0,[1314.236328125 1014.0603637695312 2234.82470703125 1746.5203857421875],[1606.108154296875 1533.336181640625 1902.781494140625 1638.22705078125],0.7615720629692078,MI589FN,0.9992835127786335
87,1.0,[78.61564636230469 995.3675537109375 1332.3458251953125 1707.306884765625],[313.0395812988281 1392.1915283203125 593.2244873046875 1490.4085693359375],0.7315943241119385,MI399CT,0.9703636460960758
87,2.0,[2366.1748046875 1031.0732421875 3568.14794921875 1732.1920166015625],[3026.1328125 1527.9521484375 3332.16650390625 1627.2861328125],0.7132026553153992,MI899FM,0.9900508350626515
88,3.0,[1315.2071533203125 1013.8864135742188 2235.321044921875 1747.3248291015625],[1606.7325439453125 1532.7529296875 1902.6683349609375 1638.291259765625],0.7642291784286499,MI589FN,0.9964784234993902
88,1.0,[78.72151947021484 995.1834106445312 1332.2962646484375 1706.7054443359375],[315.99664306640625 1392.018310546875 593.902099609375 1490.0928955078125],0.729692280292511,MI399CT,0.7499007633548245
88,2.0,[2366.629150390625 1031.3023681640625 3567.7890625 1731.8013916015625],[3028.59033203125 1528.433349609375 3331.9443359375 1626.393310546875],0.7102667093276978,MI899FM,0.9835803010787719
89,3.0,[1316.62548828125 1013.3468627929688 2235.648193359375 1746.8170166015625],[1606.4893798828125 1531.7568359375 1902.8148193359375 1638.1689453125],0.7652651071548462,MI589FN,0.9974780403959329
89,1.0,[79.28489685058594 994.4759521484375 1332.424072265625 1705.84375],[319.1100158691406 1391.9102783203125 597.0485229492188 1489.5194091796875],0.7309565544128418,M1399CT,0.5156770577249788
89,2.0,[2366.78759765625 1030.95361328125 3567.49951171875 1731.4886474609375],[3029.4677734375 1528.685302734375 3333.45361328125 1627.768798828125],0.6972996592521667,MII899FME,0.40130613624313743
90,3.0,[1317.529296875 1013.0077514648438 2235.9990234375 1746.87255859375],[1608.0245361328125 1531.98095703125 1904.454345703125 1637.85888671875],0.7644778490066528,MI589FN,0.994848954669636
90,1.0,[80.28191375732422 994.6109008789062 1333.1788330078125 1706.32275390625],[321.0869140625 1391.7388916015625 599.887451171875 1489.35009765625],0.730242908000946,MI2399CT,0.5761478202185156
91,3.0,[1317.476806640625 1012.9329833984375 2236.523193359375 1745.425048828125],[1607.331298828125 1531.329345703125 1905.76904296875 1638.142822265625],0.763190507888794,MI589FN,0.9981616743331579
91,1.0,[80.95288848876953 994.7077026367188 1333.365478515625 1706.503173828125],[319.9576416015625 1391.64453125 601.0849609375 1489.1356201171875],0.7261829376220703,M133S9CT,0.4019701863242447
91,2.0,[2368.279296875 1030.90625 3566.75634765625 1729.9302978515625],[3029.1865234375 1525.6680908203125 3333.500244140625 1627.8548583984375],0.6457210183143616,MII899FM,0.4063796557549562
92,1.0,[81.52816772460938 995.145751953125 1333.308837890625 1707.1494140625],[319.74249267578125 1391.369140625 601.584716796875 1489.663330078125],0.7249954342842102,MI399CT,0.8497516611452398
92,2.0,[2368.858642578125 1030.25341796875 3566.269775390625 1730.8680419921875],[3029.388671875 1524.9140625 3335.6767578125 1627.3143310546875],0.6205744743347168,MII899F,0.4510163620769301
93,3.0,[1315.6885986328125 1013.768798828125 2237.281982421875 1746.0311279296875],[1609.414794921875 1531.0535888671875 1907.36767578125 1638.4910888671875],0.7620991468429565,MI589FN,0.9939877144082963
93,1.0,[81.87796020507812 994.4369506835938 1333.823974609375 1704.9927978515625],[320.137939453125 1391.420654296875 601.1251831054688 1489.0631103515625],0.7244265079498291,MI399CT,0.6557140340546457
93,2.0,[2369.162353515625 1029.731201171875 3565.84716796875 1730.190185546875],[3029.108642578125 1522.9735107421875 3337.74462890625 1627.2550048828125],0.6086896061897278,MI899FM,0.9826049615109901
94,1.0,[82.36051177978516 993.552490234375 1335.4635009765625 1704.4873046875],[317.43060302734375 1390.7216796875 601.8883056640625 1489.7449951171875],0.7261556386947632,MI399CT,0.9648896363931744
95,1.0,[82.37444305419922 992.1158447265625 1337.097412109375 1703.3172607421875],[315.17193603515625 1390.619140625 602.879638671875 1489.38330078125],0.7300223112106323,MI399CT,0.9482331920663098
96,1.0,[82.23380279541016 991.7461547851562 1337.430908203125 1703.2991943359375],[314.610107421875 1390.633544921875 602.2513427734375 1488.813232421875],0.7318468689918518,MI399CT,0.9502315027110126
96,2.0,[2368.435302734375 1028.2606201171875 3567.54833984375 1727.5914306640625],[3026.6259765625 1521.74853515625 3340.762939453125 1625.133544921875],0.6586160659790039,MII899FM,0.3837076439449837
97,3.0,[1314.1363525390625 1013.3779907226562 2236.3251953125 1744.1688232421875],[1604.513671875 1532.608154296875 1906.472900390625 1635.702392578125],0.763592541217804,MI589FN,0.9873882864307564
97,1.0,[82.56279754638672 991.3706665039062 1337.4249267578125 1703.9512939453125],[316.32342529296875 1391.3046875 602.6176147460938 1488.344970703125],0.7318889498710632,MI3S9CT,0.7489664175817486
97,2.0,[2367.850341796875 1027.574951171875 3569.0400390625 1727.4049072265625],[3026.29248046875 1522.3179931640625 3337.33154296875 1620.9832763671875],0.6593538522720337,MI899FM,0.7283180518474036
98,3.0,[1313.6221923828125 1012.48828125 2235.1337890625 1744.462646484375],[1604.5784912109375 1532.296142578125 1909.0184326171875 1635.0538330078125],0.7595862746238708,MI589FN,0.9835637671273948
98,1.0,[83.24146270751953 989.912109375 1338.0113525390625 1704.3204345703125],[316.2317199707031 1390.601806640625 602.2816772460938 1488.1307373046875],0.7363515496253967,MI399CT,0.9349340919210949
99,3.0,[1313.5396728515625 1011.6499633789062 2235.036376953125 1744.2088623046875],[1605.573486328125 1532.26171875 1909.395263671875 1634.8773193359375],0.759647011756897,MI589FN,0.9591397838673148
99,1.0,[83.14675903320312 988.9451904296875 1338.1800537109375 1703.0130615234375],[315.6923828125 1390.59033203125 601.8070068359375 1487.748779296875],0.7360836863517761,MI3S9CT,0.564288300599153
99,2.0,[2367.128173828125 1026.1414794921875 3567.437255859375 1728.0858154296875],[3029.14111328125 1526.58251953125 3332.86767578125 1617.2127685546875],0.6734943389892578,MI899FM,0.9703495875923254
100,1.0,[81.235595703125 989.1402587890625 1338.69970703125 1700.2952880859375],[316.6273193359375 1389.738037109375 601.188232421875 1487.589599609375],0.7392744421958923,MI399CT,0.9853695598866296
101,3.0,[1313.5374755859375 1010.0693969726562 2234.679931640625 1740.8436279296875],[1612.4022216796875 1530.5657958984375 1909.978271484375 1635.8675537109375],0.7547637224197388,MI589FM,0.6176125052383696
101,1.0,[80.5550308227539 988.8623657226562 1338.592041015625 1699.595703125],[317.36981201171875 1389.1527099609375 601.5065307617188 1487.151123046875],0.7426289916038513,MI399CT,0.9697858283369196
102,3.0,[1315.209716796875 1010.1499633789062 2234.654541015625 1740.4600830078125],[1611.936767578125 1530.552734375 1911.234375 1634.695068359375],0.7553858160972595,MI589FN,0.6747052546728188
102,1.0,[80.66511535644531 988.6463623046875 1338.6341552734375 1699.8424072265625],[316.7388916015625 1386.6005859375 602.4342651367188 1488.687744140625],0.7480117678642273,MI399CT,0.9470779223933224
103,1.0,[80.9813461303711 988.4027709960938 1338.6943359375 1699.2908935546875],[316.6208190917969 1385.53759765625 602.2413940429688 1488.685302734375],0.7502694129943848,MI399CI,0.5414699609127049
104,3.0,[1316.1875 1013.2744750976562 2235.9501953125 1738.39208984375],[1609.53466796875 1530.184326171875 1911.74609375 1633.859130859375],0.760345458984375,MI589FN,0.9001235634627984
104,1.0,[81.16180419921875 987.753662109375 1338.083740234375 1698.938720703125],[319.5069580078125 1384.198486328125 601.5579833984375 1487.8408203125],0.7547951936721802,MI3S9CT,0.6383706493414267
104,2.0,[2367.788330078125 1026.1177978515625 3567.700439453125 1726.209716796875],[3030.725341796875 1521.2105712890625 3334.97607421875 1619.7205810546875],0.6569076180458069,MI899FM,0.8141328230045816
105,3.0,[1316.3323974609375 1012.5900268554688 2236.704833984375 1737.080810546875],[1610.857177734375 1531.17333984375 1910.3525390625 1633.8753662109375],0.7573161721229553,MI589FM,0.5681118292436972
105,1.0,[81.62464904785156 987.3195190429688 1338.1536865234375 1699.1871337890625],[318.17999267578125 1384.38671875 603.83447265625 1486.759521484375],0.7516663074493408,MI399CT,0.9429472005950369
106,3.0,[1317.5596923828125 1012.4845581054688 2236.84765625 1736.585205078125],[1610.6953125 1531.0169677734375 1910.9736328125 1632.9122314453125],0.7585769295692444,MI589FN,0.7093569720153028
106,1.0,[81.73812866210938 986.146728515625 1339.2623291015625 1701.2015380859375],[318.1339416503906 1384.126953125 603.1448974609375 1485.86328125],0.7510178089141846,MI399CT,0.9896709742998382
107,3.0,[1318.0850830078125 1012.0053100585938 2237.581787109375 1739.957763671875],[1609.9969482421875 1530.36767578125 1908.3563232421875 1630.01953125],0.7612385749816895,MI589FN,0.9962563095418354
107,1.0,[82.4001693725586 986.02734375 1340.105712890625 1701.3853759765625],[313.61993408203125 1383.91748046875 602.8231201171875 1484.52197265625],0.7508788108825684,MI399CT,0.9251077115022817
108,3.0,[1318.459716796875 1009.3046875 2236.231689453125 1740.185546875],[1608.2867431640625 1531.62890625 1907.05810546875 1628.75244140625],0.7648123502731323,MI589FN,0.6259910102995141
108,1.0,[83.32157897949219 985.5601806640625 1340.8795166015625 1701.87939453125],[311.8204040527344 1384.0806884765625 602.508544921875 1483.220947265625],0.7464479207992554,MI399CT,0.9673895576210289
108,2.0,[2366.658935546875 1026.0255126953125 3568.27978515625 1721.7205810546875],[3036.86181640625 1519.746826171875 3335.06884765625 1612.716796875],0.6811814308166504,MI899FM,0.9636035520649402
109,3.0,[1318.37939453125 1008.2100219726562 2235.7490234375 1740.6820068359375],[1600.987060546875 1531.184326171875 1913.549560546875 1631.95166015625],0.7694789171218872,MI589FN,0.9648001162311165
109,1.0,[84.02426147460938 985.48095703125 1340.154541015625 1699.69921875],[312.62542724609375 1384.8475341796875 602.293701171875 1480.578369140625],0.7501500844955444,M1399CT,0.3708395338223298
110,1.0,[84.26656341552734 985.7500610351562 1339.1788330078125 1699.733642578125],[313.1243896484375 1384.513916015625 602.3050537109375 1481.1566162109375],0.7515590786933899,MI399CT,0.9480297611500809
111,1.0,[84.6332015991211 986.7780151367188 1338.874267578125 1698.3199462890625],[314.5597839355469 1385.1295166015625 601.1343383789062 1480.063232421875],0.7515019774436951,MI5399CI,0.3930606993508413
111,2.0,[2366.03564453125 1021.197265625 3567.34423828125 1718.5006103515625],[3037.436767578125 1519.48388671875 3340.248046875 1614.03955078125],0.6823734641075134,MI899FM,0.9866344182957606
112,1.0,[84.9054183959961 986.6263427734375 1339.712158203125 1697.60791015625],[314.76031494140625 1383.0076904296875 602.2311401367188 1480.712646484375],0.752888560295105,MI399CT,0.9536279143312298
113,3.0,[1319.48388671875 1005.1666870117188 2239.571533203125 1734.9124755859375],[1612.923095703125 1528.5794677734375 1905.53955078125 1627.59228515625],0.7598498463630676,MI589FN,0.8731659659808122
113,1.0,[85.18746948242188 984.5088500976562 1341.26123046875 1697.728271484375],[317.96868896484375 1382.083984375 603.228515625 1478.266357421875],0.7498421669006348,MI399CT,0.7949458997013288
114,1.0,[85.41761016845703 982.8666381835938 1342.017578125 1696.8211669921875],[317.461181640625 1381.4798583984375 604.8631591796875 1477.862548828125],0.7517134547233582,MI399CT,0.9694979472519135
115,3.0,[1318.8040771484375 1001.0298461914062 2242.26416015625 1733.3638916015625],[1612.0283203125 1525.749755859375 1900.2894287109375 1625.52685546875],0.7495365142822266,MI589FN,0.9958535210646972
115,1.0,[85.82794189453125 982.330322265625 1342.0662841796875 1695.3983154296875],[319.21734619140625 1379.5623779296875 605.7005615234375 1478.5572509765625],0.7461540102958679,MIF399CI,0.2834466170139011
115,2.0,[2370.774169921875 1022.2540893554688 3569.63818359375 1710.000732421875],[3036.90771484375 1518.6939697265625 3342.3525390625 1611.4112548828125],0.5570412874221802,MIF899FM,0.612991001543893
116,1.0,[86.27179718017578 982.0872802734375 1340.3262939453125 1695.3287353515625],[319.3133239746094 1379.4306640625 606.583251953125 1477.30859375],0.7410916090011597,MI399CT,0.9125853964511327
116,2.0,[2370.5068359375 1021.57861328125 3569.98876953125 1709.6236572265625],[3037.1435546875 1515.8653564453125 3342.84765625 1608.2655029296875],0.6084749102592468,MI899FM,0.9785431199424663
117,1.0,[86.30841827392578 981.026123046875 1339.1099853515625 1695.02099609375],[314.24273681640625 1378.97314453125 608.0840454101562 1477.7197265625],0.7407256960868835,MI399CT,0.8557390369426485
117,2.0,[2370.365966796875 1020.969970703125 3570.6015625 1710.17138671875],[3040.564453125 1516.4344482421875 3338.48583984375 1605.4874267578125],0.6355314254760742,MIF899FM,0.47876021293911597
118,1.0,[86.86744689941406 979.3613891601562 1339.6072998046875 1694.3798828125],[314.6211242675781 1378.310791015625 609.324462890625 1476.7576904296875],0.7378767132759094,M1399CI,0.601564587331185
118,3.0,[1321.13818359375 999.7421875 2243.29833984375 1733.369140625],[1610.5228271484375 1520.3463134765625 1905.2420654296875 1618.292724609375],0.7319557070732117,MI589FN,0.9951481657592097
118,2.0,[2370.726318359375 1018.7365112304688 3570.785888671875 1711.559814453125],[3041.867919921875 1517.323974609375 3339.9580078125 1606.802490234375],0.6618300080299377,MI899FM,0.9981976959615696
119,3.0,[1322.597412109375 999.9158935546875 2242.97265625 1735.186279296875],[1609.204833984375 1518.1787109375 1906.81640625 1620.83935546875],0.7423755526542664,MI589FN,0.8806367332346858
119,1.0,[86.80728912353516 978.1522216796875 1340.47216796875 1692.76171875],[318.7781982421875 1376.4935302734375 609.7120361328125 1474.986328125],0.7336170077323914,MI399CT,0.9707311912161135
120,1.0,[86.90208435058594 978.0912475585938 1341.0377197265625 1692.504150390625],[318.8431701660156 1375.2822265625 610.7940673828125 1474.22119140625],0.7298871278762817,MI399CT,0.6857994136808608
121,1.0,[86.98477935791016 977.2922973632812 1342.801025390625 1690.351806640625],[320.84246826171875 1373.90576171875 611.0595092773438 1472.27294921875],0.7243826985359192,M1399CI,0.5676631122154715
122,1.0,[87.44059753417969 977.247314453125 1343.350830078125 1689.260498046875],[319.74017333984375 1373.46044921875 611.8050537109375 1472.625244140625],0.7264697551727295,MI399CT,0.8922754330415186
123,3.0,[1325.092529296875 995.3524780273438 2243.879150390625 1735.9989013671875],[1610.558349609375 1518.6287841796875 1912.1612548828125 1619.4239501953125],0.7403939962387085,MI589FN,0.9973713470331997
123,1.0,[87.18730926513672 978.0467529296875 1342.15869140625 1690.928466796875],[320.3470458984375 1373.716796875 611.8302612304688 1471.1181640625],0.7239821553230286,MI399CT,0.9528748162294821
124,1.0,[87.69151306152344 976.0615234375 1342.977783203125 1688.467529296875],[315.67974853515625 1373.21728515625 611.076904296875 1471.40966796875],0.7290272116661072,M1399C1,0.4753258864898443
124,2.0,[2372.001220703125 1012.7779541015625 3569.7236328125 1705.74462890625],[3041.48681640625 1514.537109375 3340.80517578125 1602.979248046875],0.6171648502349854,MI899FM,0.9622396790526215
